,OrderID,ProductID,Quantity
19542,8763,192,8
19543,4350,154,4
19544,3711,184,23
19545,2367,201,2
19546,1369,229,4
19547,3639,222,1
19548,15636,250,7
19549,3233,197,7
19550,2383,221,7
19551,9674,243,4
19552,14709,143,9
19553,13142,73,2
19554,12514,99,18
19555,611,4,8
19556,6817,168,6
19557,7760,247,8
19558,2607,204,7
19559,2589,243,3
19560,7413,9,9
19561,4779,249,3
19562,14908,17,4
19563,3318,36,6
19564,11521,125,1
19565,8200,178,4
19566,1632,113,6
19567,9527,212,4
19568,4448,118,4
19569,14096,180,3
19570,4016,251,3
19571,2284,247,5
19572,15484,106,5
19573,7100,215,8
19574,13651,194,8
19575,4832,175,19
19576,3887,121,5
19577,14302,18,1
19578,7255,248,4
19579,1639,226,9
19580,9889,32,1
19581,11209,63,3
19582,11369,156,5
19583,108,29,8
19584,7953,20,5
19585,11558,5,8
19586,9241,138,7
19587,13126,109,20
19588,13425,65,9
19589,11770,20,3
19590,6727,32,4
19591,11818,99,4
19592,4136,109,26
19593,7066,192,9
19594,12371,205,6
19595,2777,101,5
19596,15480,15,2
19597,5672,34,2
19598,13485,214,5
19599,10533,167,5
19600,13531,71,9
19601,14130,248,5
19602,12534,141,6
19603,8150,172,27
19604,3258,201,7
19605,12788,222,6
19606,9961,209,7
19607,8466,257,8
19608,14881,57,3
19609,4157,52,5
19610,14116,57,7
19611,15034,184,21
19612,3356,117,3
19613,11432,91,7
19614,13088,254,9
19615,7787,56,6
19616,6632,59,7
19617,4153,148,6
19618,6441,21,6
19619,14595,233,3
19620,9754,110,3
19621,1068,25,8
19622,14676,153,4
19623,15593,209,6
19624,2386,109,2
19625,322,94,1
19626,5081,19,4
19627,10025,145,8
19628,8048,119,13
19629,5874,223,2
19630,1689,89,9
19631,14093,133,8
19632,5509,162,6
19633,11824,184,5
19634,11846,245,15
19635,669,97,9
19636,9357,224,5
19637,1100,108,9
19638,7743,83,3
19639,1168,105,1
19640,4701,197,4
19641,2177,92,2
19642,15031,71,8
19643,15663,25,8
19644,4055,94,5
19645,1307,109,1
19646,6830,108,7
19647,951,145,6
19648,1697,242,25
19649,9291,30,8
19650,12917,154,9
19651,14216,17,21
19652,2483,256,8
19653,338,46,5
19654,11471,25,5
19655,3243,153,6
19656,10276,14,6
19657,13970,66,21
19658,10057,57,7
19659,2695,62,3
19660,13471,214,7
19661,2450,124,7
19662,8071,186,20
19663,5711,210,2
19664,1100,187,6
19665,8532,121,4
19666,6281,185,2
19667,8621,11,6
19668,4071,11,4
19669,1306,98,5
19670,6083,14,2
19671,11087,106,3
19672,11623,80,4
19673,15616,3,20
19674,76,214,7
19675,11493,149,4
19676,789,182,8
19677,11278,15,1
19678,3900,145,2
19679,11498,209,8
19680,7936,201,4
19681,729,7,4
19682,12672,80,5
19683,1207,55,9
19684,6925,116,6
19685,14437,145,6
19686,3614,142,5
19687,5073,160,7
19688,13432,248,3
19689,1021,125,15
19690,3970,191,9
19691,5823,5,6
19692,12956,63,5
19693,538,167,9
19694,8906,257,5
19695,12172,35,2
19696,2590,13,7
19697,7947,250,7
19698,291,194,9
19699,1377,96,1
19700,2446,232,7
19701,15559,80,4
19702,12307,4,2
19703,6142,70,6
19704,14752,202,7
19705,11435,37,5
19706,11455,15,7
19707,14769,35,2
19708,801,241,9
19709,10435,62,9
19710,8574,206,1
19711,2356,159,16
19712,6257,6,19
19713,15457,118,7
19714,595,166,9
19715,7711,76,7
19716,5229,225,3
19717,14477,256,3
19718,5101,32,1
19719,4588,75,16
19720,12368,227,3
19721,10903,129,17
19722,3817,3,1
19723,10568,125,18
19724,6346,250,8
19725,14301,63,3
19726,998,70,5
19727,1560,139,7
19728,5895,80,6
19729,13303,100,4
19730,3077,196,3
19731,7617,223,1
19732,1092,121,7
19733,3176,77,2
19734,7696,220,2
19735,9349,256,11
19736,5528,118,2
19737,13865,244,6
19738,7721,183,2
19739,4342,171,1
19740,2704,1,5
19741,14541,59,9
19742,11996,252,16
19743,12569,169,5
19744,10962,6,5
19745,1019,134,9
19746,13771,187,1
19747,6092,84,2
19748,6528,205,15
19749,7886,72,4
19750,9973,201,1
19751,2237,114,2
19752,855,257,3
19753,4727,68,4
19754,4582,219,8
19755,13476,208,7
19756,11208,144,7
19757,2883,130,9
19758,10350,244,3
19759,12807,24,2
19760,7310,68,3
19761,203,256,8
19762,14554,196,3
19763,607,70,1
19764,13909,211,2
19765,7499,55,3
19766,10094,156,26
19767,4998,171,2
19768,10961,130,20
19769,15678,234,9
19770,12606,26,1
19771,13099,155,5
19772,8568,116,2
19773,5988,217,3
19774,3964,77,1
19775,1714,109,3
19776,7926,176,9
19777,1122,101,22
19778,3930,14,2
19779,9056,13,1
19780,725,74,6
19781,9958,131,6
19782,9411,221,5
19783,3613,205,6
19784,6104,150,9
19785,5801,210,9
19786,10191,57,6
19787,5935,245,4
19788,11548,18,6
19789,4783,82,5
19790,3427,126,8
19791,12752,61,1
19792,8750,9,9
19793,8429,139,21
19794,8767,129,10
19795,10182,46,8
19796,2050,172,7
19797,10991,257,7
19798,6061,56,17
19799,13893,122,8
19800,6150,247,18
19801,8533,255,3
19802,12809,224,5
19803,11995,252,2
19804,12754,161,18
19805,12906,120,7
19806,10395,96,5
19807,6693,87,5
19808,9023,173,2
19809,1138,114,1
19810,13020,81,4
19811,1790,134,8
19812,155,213,6
19813,8894,251,4
19814,11099,63,7
19815,5839,29,9
19816,220,20,3
19817,8170,238,2
19818,9638,182,9
19819,10533,49,6
19820,10433,172,5
19821,15234,224,1
19822,6730,15,1
19823,695,105,5
19824,7267,64,3
19825,13305,26,6
19826,7226,184,16
19827,5490,104,7
19828,7767,26,5
19829,11162,99,15
19830,4528,229,4
19831,6233,170,3
19832,5019,179,5
19833,2619,39,8
19834,4285,108,6
19835,7362,77,3
19836,1341,184,7
19837,8596,165,1
19838,13379,146,8
19839,6039,193,4
19840,13603,54,9
19841,9055,45,8
19842,2151,174,1
19843,7962,97,8
19844,10829,135,8
19845,5113,33,24
19846,9415,65,8
19847,3399,46,4
19848,4304,214,1
19849,2581,22,4
19850,6645,103,8
19851,11573,96,3
19852,5220,220,8
19853,3905,83,4
19854,8515,56,5
19855,13915,258,8
19856,6180,3,2
19857,13066,205,3
19858,13838,200,15
19859,824,114,9
19860,14274,248,8
19861,7596,96,2
19862,3368,250,27
19863,2939,159,6
19864,5127,105,9
19865,11469,246,2
19866,7048,112,9
19867,6705,242,8
19868,9479,201,7
19869,15324,203,9
19870,9837,39,3
19871,11024,140,1
19872,12540,100,7
19873,14810,21,6
19874,11144,134,5
19875,762,187,5
19876,15717,44,6
19877,14536,78,3
19878,383,171,7
19879,5534,169,4
19880,144,197,1
19881,15149,70,3
19882,8001,203,9
19883,13148,62,5
19884,1015,13,5
19885,2695,97,3
19886,8618,122,16
19887,5953,252,2
19888,14627,184,7
19889,1328,52,9
19890,1894,105,3
19891,4741,161,5
19892,11687,129,19
19893,2498,157,10
19894,2042,101,4
19895,4787,209,3
19896,14619,55,3
19897,1554,73,34
19898,10597,256,7
19899,12579,177,5
19900,5152,5,9
19901,5469,196,3
19902,9189,256,3
19903,3327,137,2
19904,10004,186,2
19905,12677,37,3
19906,10143,44,3
19907,1240,181,4
19908,12471,178,8
19909,672,114,8
19910,3046,217,8
19911,1328,133,9
19912,779,159,5
19913,10350,50,6
19914,5581,234,2
19915,6019,59,9
19916,2192,243,13
19917,12846,257,3
19918,6470,179,17
19919,8397,6,6
19920,9484,201,6
19921,9092,222,23
19922,3104,226,3
19923,3339,79,4
19924,13544,182,9
19925,14110,162,3
19926,766,246,8
19927,12503,113,6
19928,9587,146,8
19929,11932,201,4
19930,5027,185,6
19931,8024,24,21
19932,3953,29,16
19933,2103,126,2
19934,201,59,6
19935,2797,223,4
19936,15044,203,5
19937,13275,1,6
19938,12759,144,9
19939,2765,20,21
19940,9521,13,2
19941,7001,65,1
19942,13458,138,1
19943,9449,240,5
19944,4787,184,5
19945,1920,116,9
19946,78,175,2
19947,10705,60,9
19948,605,180,4
19949,12593,138,1
19950,9933,58,7
19951,11046,69,3
19952,7270,53,7
19953,10890,121,18
19954,11201,197,1
19955,1732,152,5
19956,10596,135,1
19957,2252,74,7
19958,5742,66,9
19959,3583,129,6
19960,231,54,8
19961,4167,58,13
19962,2993,116,2
19963,14216,44,2
19964,2015,22,5
19965,965,169,6
19966,13629,22,1
19967,7501,143,6
19968,7022,206,8
19969,11969,219,6
19970,2749,177,18
19971,14374,66,5
19972,11911,62,4
19973,6482,148,1
19974,2596,224,6
19975,8380,58,3
19976,6451,56,2
19977,2122,60,23
19978,2095,215,6
19979,4341,171,4
19980,3218,159,2
19981,12845,75,7
19982,5195,127,9
19983,12631,143,1
19984,2529,149,6
19985,14012,239,1
19986,9810,203,1
19987,14894,20,28
19988,12291,195,7
19989,12022,224,4
19990,9616,207,7
19991,5814,246,4
19992,8223,196,8
19993,13784,214,11
19994,5275,62,7
19995,3761,189,3
19996,5205,12,9
19997,8922,177,7
19998,9908,162,18
19999,2820,247,3
20000,11930,19,2
20001,6490,105,9
20002,2190,47,2
20003,5989,127,1
20004,10943,136,3
20005,11562,136,4
20006,9049,172,4
20007,14912,104,18
20008,15111,242,1
20009,6036,45,15
20010,11284,216,7
20011,357,52,9
20012,3516,212,2
20013,6799,125,4
20014,3258,93,1
20015,13876,51,3
20016,2127,68,7
20017,6947,24,3
20018,14141,53,3
20019,3076,251,5
20020,8,14,1
20021,14162,238,6
20022,6515,114,5
20023,14605,172,6
20024,12418,219,6
20025,9270,141,4
20026,1634,105,3
20027,7693,174,6
20028,4721,157,4
20029,6177,45,6
20030,12521,183,9
20031,9323,119,8
20032,9926,203,4
20033,14013,193,27
20034,6983,120,4
20035,11415,55,5
20036,12483,111,9
20037,6332,96,6
20038,8232,10,1
20039,501,111,8
20040,13064,207,7
20041,9874,135,4
20042,6717,157,8
20043,9839,189,2
20044,885,167,18
20045,1895,258,3
20046,2916,230,1
20047,1049,123,6
20048,6233,174,2
20049,12975,65,7
20050,10088,190,8
20051,8453,104,7
20052,10164,103,5
20053,651,12,4
20054,879,56,2
20055,1677,207,22
20056,117,228,9
20057,3622,109,4
20058,2753,214,19
20059,11957,76,1
20060,15097,14,9
20061,14442,178,24
20062,7265,76,3
20063,3168,224,3
20064,4811,57,9
20065,2767,239,9
20066,9251,83,3
20067,3893,4,2
20068,10333,234,3
20069,14608,174,18
20070,294,23,7
20071,3900,49,8
20072,5590,151,1
20073,14209,10,9
20074,7827,129,7
20075,8962,218,3
20076,8268,217,8
20077,10905,253,7
20078,9534,200,7
20079,5062,71,9
20080,2593,2,3
20081,2618,13,4
20082,1864,47,1
20083,11718,216,9
20084,4719,138,8
20085,12499,179,7
20086,1507,124,1
20087,9146,217,2
20088,11471,69,8
20089,816,51,6
20090,15048,94,4
20091,5947,164,6
20092,8970,184,7
20093,5223,150,10
20094,5505,218,1
20095,12551,178,2
20096,12042,215,17
20097,12661,241,1
20098,9733,167,1
20099,740,26,2
20100,1982,50,5
20101,673,136,6
20102,12305,80,8
20103,11528,114,4
20104,15395,26,8
20105,3919,133,9
20106,5738,200,2
20107,13981,144,6
20108,5932,96,18
20109,6173,26,2
20110,7492,85,5
20111,7764,151,3
20112,7031,252,24
20113,2477,111,4
20114,4310,21,7
20115,11075,66,15
20116,12577,64,5
20117,14420,98,5
20118,7740,32,4
20119,3457,95,15
20120,13902,36,9
20121,5854,71,7
20122,5190,8,8
20123,13820,245,1
20124,11865,17,1
20125,8033,129,11
20126,11480,129,6
20127,3640,260,2
20128,10753,208,7
20129,9383,49,7
20130,12878,214,7
20131,12007,120,5
20132,14005,178,2
20133,14685,105,1
20134,10364,55,13
20135,15190,154,9
20136,5780,79,27
20137,14542,73,8
20138,7844,187,9
20139,2110,170,4
20140,13322,218,5
20141,579,240,1
20142,2105,234,5
20143,13198,201,3
20144,11491,223,4
20145,10749,250,1
20146,65,91,7
20147,8745,125,21
20148,13179,85,5
20149,10729,109,1
20150,10489,203,2
20151,1605,43,17
20152,8063,102,9
20153,5112,177,7
20154,1062,156,7
20155,9845,169,1
20156,5357,146,3
20157,7560,178,2
20158,12985,214,4
20159,1122,182,9
20160,14427,186,9
20161,6733,154,2
20162,6231,217,21
20163,2466,223,8
20164,1806,106,4
20165,14709,191,8
20166,5363,155,3
20167,15616,218,2
20168,6841,32,2
20169,7490,24,5
20170,14219,43,6
20171,3294,242,3
20172,8908,149,6
20173,12188,244,7
20174,11893,251,5
20175,3122,211,4
20176,7100,98,7
20177,4468,23,4
20178,9232,73,6
20179,9510,142,18
20180,15547,153,1
20181,8531,226,5
20182,14279,120,15
20183,6110,20,9
20184,2972,65,5
20185,7174,177,23
20186,8976,111,18
20187,787,203,7
20188,13949,116,2
20189,2823,70,2
20190,9377,16,2
20191,1312,123,5
20192,5493,130,9
20193,4761,1,1
20194,12945,133,3
20195,12825,49,4
20196,15762,252,8
20197,14260,23,8
20198,4694,65,8
20199,13240,230,4
20200,14423,212,2
20201,3331,209,7
20202,12277,132,7
20203,12888,78,21
20204,6593,201,17
20205,4130,176,7
20206,3251,66,3
20207,10564,66,4
20208,6643,67,21
20209,12616,213,9
20210,10569,256,5
20211,12635,260,6
20212,12775,203,8
20213,15562,27,8
20214,3831,27,20
20215,3846,226,8
20216,189,68,9
20217,1744,139,2
20218,9179,231,4
20219,8493,208,3
20220,6054,232,9
20221,12551,168,5
20222,7771,151,9
20223,3480,239,6
20224,1124,83,7
20225,12364,35,8
20226,847,180,15
20227,13224,184,6
20228,8240,182,8
20229,10287,60,5
20230,14564,232,4
20231,14574,198,2
20232,4336,140,28
20233,9074,21,3
20234,11923,169,7
20235,2264,95,6
20236,991,3,5
20237,9030,84,1
20238,6096,115,5
20239,5537,111,2
20240,7096,226,5
20241,4988,188,2
20242,14400,52,7
20243,660,12,5
20244,10480,10,5
20245,4803,20,3
20246,15628,7,7
20247,5944,144,2
20248,10834,175,5
20249,7072,7,9
20250,7054,75,5
20251,15645,195,2
20252,11720,92,8
20253,12751,84,1
20254,6199,56,8
20255,13310,254,6
20256,14686,40,11
20257,693,57,29
20258,136,231,1
20259,7349,154,24
20260,11499,181,1
20261,9282,255,2
20262,4858,78,1
20263,6340,158,6
20264,12420,90,18
20265,8362,189,8
20266,1597,115,4
20267,5844,45,5
20268,5848,52,8
20269,10191,25,5
20270,14707,76,4
20271,13314,108,1
20272,15016,106,9
20273,9312,118,6
20274,1778,222,5
20275,13713,34,3
20276,13219,10,1
20277,8813,159,9
20278,5709,190,30
20279,7592,138,3
20280,6980,71,8
20281,1620,31,6
20282,14618,92,7
20283,11505,127,1
20284,10592,120,9
20285,15384,133,3
20286,7070,16,5
20287,6189,108,6
20288,14332,168,4
20289,14469,62,9
20290,15138,28,4
20291,10986,162,17
20292,12994,76,3
20293,15164,60,2
20294,8398,5,6
20295,15435,143,2
20296,7639,6,2
20297,13365,245,2
20298,10890,108,20
20299,5331,150,8
20300,15346,132,2
20301,1399,142,7
20302,3516,68,6
20303,1019,164,1
20304,2067,98,3
20305,4116,20,12
20306,8494,51,7
20307,13530,124,2
20308,7131,121,13
20309,7288,200,2
20310,4811,220,2
20311,7017,204,9
20312,4720,103,6
20313,8650,134,5
20314,15538,79,6
20315,5531,200,6
20316,4632,236,9
20317,2771,146,5
20318,13371,236,9
20319,2440,216,6
20320,3608,124,24
20321,12611,76,4
20322,2819,168,5
20323,7742,102,7
20324,4415,120,4
20325,6257,97,4
20326,9666,44,4
20327,14509,169,1
20328,11629,27,2
20329,993,16,4
20330,7034,129,7
20331,1794,21,4
20332,14806,255,4
20333,1276,140,5
20334,6260,121,7
20335,2536,146,2
20336,2519,62,32
20337,15093,226,7
20338,13257,174,1
20339,205,36,5
20340,4186,124,7
20341,14300,245,2
20342,2669,212,1
20343,14471,251,8
20344,9978,200,3
20345,650,201,4
20346,3988,229,1
20347,5235,183,7
20348,7219,5,1
20349,9354,240,8
20350,2393,157,6
20351,13159,79,17
20352,10168,197,16
20353,2633,15,4
20354,1792,117,6
20355,11650,214,5
20356,3815,41,3
20357,107,235,5
20358,15593,61,5
20359,7645,40,8
20360,14289,198,7
20361,8067,86,4
20362,3656,158,4
20363,4388,138,8
20364,1821,225,5
20365,11505,133,7
20366,12582,57,6
20367,2053,25,2
20368,5469,62,7
20369,9930,210,4
20370,6513,39,4
20371,12621,258,8
20372,7298,124,18
20373,5056,223,5
20374,7512,1,3
20375,11489,84,9
20376,1812,213,6
20377,4489,19,3
20378,10165,92,2
20379,11428,146,6
20380,5080,138,6
20381,8009,102,35
20382,5600,105,4
20383,10661,245,5
20384,15134,128,5
20385,12961,243,2
20386,3204,52,25
20387,9159,247,3
20388,13021,141,6
20389,4672,157,8
20390,4948,112,9
20391,5147,218,3
20392,114,127,8
20393,6760,257,5
20394,7109,189,5
20395,14703,54,7
20396,3951,216,4
20397,4097,142,7
20398,14617,224,9
20399,12604,124,7
20400,5890,216,1
20401,3708,11,2
20402,1736,183,7
20403,10298,194,0
20404,2509,246,5
20405,7462,140,5
20406,6575,147,7
20407,14165,68,19
20408,2149,112,7
20409,9836,201,6
20410,10603,120,6
20411,3399,117,5
20412,10214,25,6
20413,2147,137,4
20414,6662,219,9
20415,7573,57,6
20416,14604,63,1
20417,624,202,2
20418,7273,84,6
20419,11268,96,3
20420,3260,145,4
20421,9884,29,6
20422,11832,62,2
20423,14328,206,7
20424,1954,3,1
20425,672,205,8
20426,3768,212,4
20427,7972,120,9
20428,9078,206,27
20429,10302,247,1
20430,1968,68,7
20431,13966,137,6
20432,6549,12,7
20433,5348,96,1
20434,8072,4,2
20435,15286,136,6
20436,6600,135,31
20437,372,147,4
20438,9644,146,8
20439,2107,232,8
20440,6996,2,4
20441,12210,154,8
20442,5204,15,15
20443,14042,258,3
20444,14952,255,4
20445,11989,218,7
20446,5976,56,9
20447,12164,115,27
20448,11378,195,17
20449,9396,193,8
20450,14916,144,4
20451,6933,218,2
20452,5866,65,4
20453,8033,184,7
20454,7378,174,5
20455,14106,6,4
20456,13786,232,5
20457,4512,60,4
20458,9840,25,3
20459,13097,208,2
20460,7085,125,8
20461,14051,124,24
20462,11547,89,5
20463,530,173,3
20464,5931,195,1
20465,5750,222,4
20466,517,186,1
20467,6366,33,9
20468,3160,254,5
20469,659,24,7
20470,76,256,7
20471,7149,35,6
20472,8033,198,1
20473,4561,14,2
20474,13194,180,3
20475,14431,147,3
20476,14517,130,7
20477,14082,242,19
20478,6711,201,7
20479,6261,32,8
20480,13225,181,28
20481,12695,99,5
20482,11918,253,7
20483,6618,206,7
20484,7835,95,7
20485,173,239,6
20486,1661,53,8
20487,9711,223,4
20488,15035,247,9
20489,7265,193,4
20490,7285,69,3
20491,7116,61,8
20492,15013,194,21
20493,14876,9,5
20494,6339,250,4
20495,15553,222,1
20496,631,103,6
20497,4847,129,1
20498,12294,192,9
20499,5653,50,7
20500,14289,241,9
20501,8372,50,6
20502,15515,41,9
20503,5790,73,7
20504,10979,127,9
20505,10578,190,7
20506,15312,54,2
20507,10530,123,1
20508,8470,87,1
20509,4839,146,7
20510,12157,25,5
20511,9399,43,2
20512,10927,141,6
20513,6978,53,4
20514,13456,92,1
20515,15363,4,9
20516,2979,71,8
20517,522,49,9
20518,1575,23,5
20519,9925,146,2
20520,10666,249,8
20521,2726,139,6
20522,3392,258,27
20523,14486,201,7
20524,8213,221,7
20525,1154,76,16
20526,6208,252,5
20527,13461,146,6
20528,6260,131,7
20529,9241,252,7
20530,937,168,1
20531,15248,60,3
20532,7366,131,3
20533,12920,110,2
20534,5015,93,5
20535,10010,72,4
20536,4626,232,2
20537,7646,160,26
20538,10567,3,23
20539,2221,252,27
20540,750,240,8
20541,6763,228,1
20542,8678,49,9
20543,11090,109,2
20544,8008,25,22
20545,13713,17,8
20546,5714,89,7
20547,7260,250,9
20548,14655,71,3
20549,4745,29,5
20550,5131,50,19
20551,2648,212,4
20552,12768,82,9
20553,10323,72,4
20554,1930,38,10
20555,13198,168,18
20556,12906,201,16
20557,678,18,3
20558,6536,31,2
20559,13171,33,9
20560,6295,92,5
20561,557,219,2
20562,6830,216,4
20563,8877,206,6
20564,12502,60,7
20565,6429,120,9
20566,781,115,9
20567,13608,96,20
20568,14499,2,15
20569,5209,119,3
20570,11425,30,2
20571,14316,62,6
20572,7151,15,8
20573,13480,252,8
20574,1101,129,6
20575,8509,213,9
20576,9432,211,7
20577,12447,183,9
20578,15227,100,6
20579,11194,136,5
20580,7297,168,9
20581,1038,125,6
20582,15430,226,7
20583,4501,97,4
20584,565,223,14
20585,2430,254,8
20586,9708,154,7
20587,1079,80,5
20588,5339,156,6
20589,8993,23,1
20590,4458,154,8
20591,11232,250,3
20592,1834,25,7
20593,6194,142,8
20594,13929,127,8
20595,696,220,1
20596,6738,230,7
20597,2412,228,3
20598,192,101,7
20599,1336,140,9
20600,8635,143,4
20601,14364,199,5
20602,1305,85,3
20603,2685,19,5
20604,1663,235,1
20605,10454,177,5
20606,682,62,7
20607,2458,115,5
20608,2920,140,7
20609,5964,18,2
20610,5992,76,9
20611,2020,58,9
20612,9242,161,7
20613,4580,257,17
20614,11965,91,2
20615,6533,49,7
20616,7358,156,16
20617,2382,122,3
20618,6887,207,9
20619,916,63,7
20620,4004,20,8
20621,14328,253,9
20622,2650,216,7
20623,7094,206,2
20624,15210,44,2
20625,7839,169,5
20626,963,226,3
20627,12028,259,2
20628,14096,14,6
20629,3157,148,7
20630,2960,202,4
20631,11793,4,8
20632,7046,15,6
20633,534,231,7
20634,6410,95,6
20635,13979,155,24
20636,3129,184,3
20637,14327,170,3
20638,7157,23,7
20639,11560,36,9
20640,8910,39,8
20641,14251,251,4
20642,4105,199,25
20643,5402,56,7
20644,12506,174,8
20645,13076,219,5
20646,1302,108,2
20647,5522,38,4
20648,13264,158,20
20649,5087,204,3
20650,13915,128,9
20651,13122,58,3
20652,10913,245,6
20653,7707,239,4
20654,10152,79,2
20655,14171,100,16
20656,8294,22,3
20657,4612,231,6
20658,12731,73,23
20659,2214,63,1
20660,13968,240,3
20661,4491,216,7
20662,11104,12,1
20663,6756,120,6
20664,9120,132,14
20665,13137,16,1
20666,13650,18,5
20667,5207,187,14
20668,15311,88,3
20669,5742,101,9
20670,3523,171,6
20671,5435,33,33
20672,6854,85,3
20673,15016,48,9
20674,10810,48,3
20675,7939,230,17
20676,14391,183,9
20677,6838,250,3
20678,10290,137,2
20679,7616,193,9
20680,8285,76,7
20681,1516,239,9
20682,10220,233,4
20683,14041,129,7
20684,277,76,6
20685,14259,234,1
20686,13839,142,6
20687,5581,150,9
20688,13335,212,3
20689,1997,108,3
20690,5466,84,2
20691,4030,147,9
20692,13243,15,7
20693,4868,59,14
20694,8253,66,1
20695,1054,76,6
20696,8731,71,8
20697,8855,219,5
20698,10210,68,17
20699,4174,146,4
20700,10379,175,9
20701,4322,93,29
20702,4769,91,2
20703,8077,205,9
20704,2547,193,4
20705,13667,70,3
20706,12944,78,6
20707,11035,99,7
20708,9151,72,9
20709,11038,35,8
20710,7443,49,2
20711,5271,105,8
20712,12442,199,1
20713,81,166,7
20714,11908,146,8
20715,3560,29,7
20716,1213,187,5
20717,5923,221,6
20718,3900,164,9
20719,1591,194,8
20720,9774,206,2
20721,11006,207,6
20722,7440,178,5
20723,8962,52,3
20724,60,86,17
20725,11245,256,5
20726,961,66,18
20727,14186,174,6
20728,7959,47,5
20729,4467,106,3
20730,7068,48,2
20731,9126,208,8
20732,2026,213,9
20733,1414,107,5
20734,3330,197,2
20735,9172,153,22
20736,6954,121,8
20737,9381,52,9
20738,1381,42,3
20739,11951,134,5
20740,11641,224,4
20741,8853,154,2
20742,348,105,6
20743,12170,112,4
20744,10603,34,5
20745,7046,66,9
20746,13238,149,5
20747,8309,209,1
20748,15095,33,2
20749,6485,16,7
20750,10652,199,5
20751,1799,127,9
20752,4593,58,9
20753,12748,202,12
20754,11526,149,8
20755,914,86,6
20756,3094,44,9
20757,814,93,9
20758,12493,190,9
20759,1749,172,3
20760,6328,30,4
20761,11856,138,4
20762,7579,202,8
20763,8618,23,8
20764,4126,188,1
20765,4427,49,3
20766,14399,246,7
20767,420,218,3
20768,12968,108,6
20769,353,221,6
20770,15086,174,2
20771,12523,181,7
20772,11873,1,5
20773,11319,193,19
20774,15016,215,5
20775,12373,76,1
20776,10991,154,9
20777,2165,162,4
20778,4552,144,3
20779,14430,71,27
20780,13764,80,8
20781,368,243,6
20782,2917,218,5
20783,13849,176,8
20784,13121,135,6
20785,11673,108,5
20786,3532,138,5
20787,11924,215,5
20788,3607,183,7
20789,13212,157,3
20790,10244,170,7
20791,11905,97,6
20792,10117,227,8
20793,7563,96,27
20794,7397,17,8
20795,4755,143,5
20796,5718,59,6
20797,9837,107,9
20798,1766,20,7
20799,13280,140,7
20800,7524,148,2
20801,14256,192,2
20802,10490,61,16
20803,924,184,4
20804,7904,40,4
20805,1868,9,9
20806,4621,20,14
20807,10740,125,6
20808,11099,99,5
20809,6344,22,9
20810,12195,82,4
20811,910,122,3
20812,1460,139,9
20813,4846,172,3
20814,10061,247,9
20815,6079,135,7
20816,3373,180,1
20817,15113,167,15
20818,3694,157,4
20819,3630,118,9
20820,5756,64,4
20821,7434,171,5
20822,8471,97,9
20823,242,127,4
20824,12031,213,4
20825,2207,127,7
20826,5858,19,7
20827,3213,2,21
20828,14964,192,1
20829,6705,162,5
20830,5715,181,4
20831,6026,198,1
20832,6327,225,7
20833,3426,178,8
20834,5445,252,9
20835,8471,129,1
20836,6245,197,9
20837,2231,12,3
20838,9791,18,3
20839,13440,119,3
20840,3052,48,28
20841,6004,36,4
20842,12816,198,3
20843,9355,108,9
20844,256,220,1
20845,860,162,6
20846,15383,25,5
20847,5083,9,33
20848,14847,157,7
20849,1756,7,4
20850,15807,249,23
20851,12027,79,8
20852,7940,249,1
20853,5262,127,22
20854,4934,42,2
20855,13661,40,1
20856,12293,131,1
20857,15104,125,7
20858,4790,233,20
20859,15262,234,1
20860,3388,83,6
20861,11650,157,4
20862,1099,27,4
20863,9911,65,4
20864,6425,112,2
20865,15786,54,3
20866,14219,61,2
20867,6974,36,2
20868,15249,132,6
20869,11383,53,3
20870,11817,174,5
20871,9807,242,7
20872,10290,38,6
20873,3681,169,3
20874,4702,80,1
20875,13753,75,16
20876,3242,154,4
20877,12253,133,7
20878,5742,161,19
20879,2444,148,9
20880,12979,174,3
20881,7561,25,2
20882,11432,260,5
20883,10151,255,4
20884,7767,53,6
20885,3898,137,4
20886,898,141,21
20887,12082,134,1
20888,308,240,19
20889,2953,232,9
20890,4170,160,2
20891,13833,118,9
20892,7812,237,9
20893,3618,12,6
20894,4086,13,5
20895,1035,25,4
20896,8661,213,9
20897,646,112,7
20898,6967,61,5
20899,1461,236,8
20900,3537,142,7
20901,13553,130,1
20902,10949,91,5
20903,5020,35,23
20904,13700,6,5
20905,14156,214,6
20906,7080,176,3
20907,2432,183,1
20908,6817,247,1
20909,2851,67,2
20910,15696,27,9
20911,5369,173,25
20912,13899,87,7
20913,11174,230,6
20914,10379,71,9
20915,11668,21,9
20916,9716,90,16
20917,2725,31,9
20918,15554,6,2
20919,2188,106,2
20920,11136,71,19
20921,3470,152,1
20922,8853,103,1
20923,14573,32,1
20924,13807,171,2
20925,6566,132,1
20926,3282,210,3
20927,3346,73,25
20928,11538,50,5
20929,15472,34,4
20930,7807,186,2
20931,3265,73,2
20932,8956,3,3
20933,5998,14,7
20934,13749,107,7
20935,4258,243,8
20936,13689,118,4
20937,14239,65,3
20938,10429,136,1
20939,10175,49,3
20940,2784,98,9
20941,9287,215,8
20942,15110,219,6
20943,12493,259,5
20944,6260,21,2
20945,15238,173,3
20946,4484,207,18
20947,9497,182,6
20948,14022,175,20
20949,2425,203,3
