,CustomerID,OrderDate,SalesChannel,LocationID
3285,2254,2024-11-11 02:59:26,Catering,90
3286,790,2024-07-09 03:00:40,Online,64
3287,421,2024-07-21 04:29:34,Catering,45
3288,1490,2024-09-27 02:19:17,In-Store,34
3289,1622,2024-10-24 16:25:11,Online,55
3290,682,2024-12-02 08:18:49,Online,36
3291,1867,2024-09-11 18:34:18,Online,58
3292,432,2024-12-30 13:35:26,In-Store,53
3293,2985,2024-05-01 13:11:41,Catering,41
3294,385,2024-07-01 11:36:00,Online,4
3295,206,2024-02-14 02:24:59,Online,45
3296,2989,2024-08-16 02:28:24,Online,24
3297,2167,2024-05-24 11:30:49,In-Store,11
3298,1994,2024-05-25 08:46:25,In-Store,47
3299,198,2024-11-09 14:18:23,Catering,93
3300,1285,2024-09-28 06:52:10,In-Store,19
3301,1972,2024-04-12 21:21:59,In-Store,83
3302,1334,2024-12-08 19:35:48,Online,22
3303,1615,2024-11-04 15:12:44,In-Store,24
3304,1852,2024-10-30 12:24:05,In-Store,12
3305,1036,2024-10-06 09:37:14,Online,2
3306,1129,2024-06-25 03:36:46,In-Store,98
3307,1610,2024-07-09 08:11:42,Online,57
3308,3006,2025-01-03 13:36:45,In-Store,2
3309,237,2024-04-10 07:11:41,Online,69
3310,1290,2024-07-31 16:04:32,Catering,43
3311,2265,2024-02-25 16:35:59,Online,34
3312,1781,2024-11-04 09:36:45,In-Store,69
3313,1411,2024-05-14 22:58:25,Online,20
3314,1972,2024-12-09 22:45:07,Catering,46
3315,2274,2024-12-25 14:34:10,Online,93
3316,1514,2024-02-11 20:41:29,In-Store,88
3317,2164,2024-07-09 00:27:54,Online,11
3318,2423,2024-03-27 02:57:52,In-Store,54
3319,481,2024-12-20 05:23:00,Catering,29
3320,812,2024-01-22 19:32:49,In-Store,97
3321,1666,2024-12-31 00:19:35,In-Store,52
3322,910,2024-09-20 16:27:00,Online,33
3323,1508,2024-12-11 03:41:39,Catering,69
3324,102,2024-05-12 22:39:23,In-Store,38
3325,999,2024-08-08 14:00:06,Catering,57
3326,1473,2024-11-23 09:39:25,In-Store,2
3327,210,2024-04-13 01:54:22,Catering,18
3328,720,2024-11-20 10:33:25,Online,78
3329,2576,2024-09-22 06:02:46,In-Store,38
3330,687,2024-08-17 11:24:32,In-Store,41
3331,1188,2024-06-11 05:40:37,In-Store,51
3332,2636,2024-06-24 07:00:37,In-Store,81
3333,2107,2024-11-16 07:51:02,In-Store,19
3334,83,2024-08-15 18:11:58,Online,36
3335,909,2025-01-06 22:57:21,Online,4
3336,480,2024-07-19 13:55:52,Catering,40
3337,558,2024-05-20 03:41:19,Online,62
3338,2315,2024-10-26 02:23:46,In-Store,28
3339,291,2024-06-12 19:42:26,Online,17
3340,1439,2024-07-10 22:13:56,Online,85
3341,2877,2024-04-10 08:26:21,Online,96
3342,1769,2024-12-07 02:36:52,Catering,58
3343,2819,2024-04-17 06:02:18,Catering,1
3344,3102,2024-07-08 21:00:13,Online,79
3345,2776,2024-02-07 09:09:03,In-Store,76
3346,2646,2024-07-12 12:01:49,Online,32
3347,2867,2024-05-25 23:02:13,Online,13
3348,2533,2024-12-08 12:34:23,Online,44
3349,2604,2024-11-28 17:29:12,In-Store,93
3350,2178,2024-05-25 03:24:26,In-Store,35
3351,1227,2024-02-22 18:35:31,Catering,69
3352,1715,2024-07-31 15:39:09,In-Store,23
3353,2459,2024-11-12 02:37:57,Catering,30
3354,2686,2024-07-08 06:40:43,Online,47
3355,2067,2024-06-07 12:29:19,Online,27
3356,296,2024-05-03 17:44:11,Online,74
3357,2766,2024-11-18 07:32:55,Online,99
3358,2738,2024-10-26 03:50:08,Online,75
3359,2994,2024-09-12 15:51:47,Online,24
3360,2995,2024-11-20 01:15:44,Catering,13
3361,2556,2024-02-27 05:38:35,In-Store,85
3362,107,2024-08-25 08:09:03,Online,88
3363,728,2024-07-12 15:13:47,In-Store,62
3364,806,2024-10-20 22:15:37,Online,85
3365,2675,2024-07-12 23:07:52,In-Store,99
3366,2534,2024-08-27 04:55:17,Online,24
3367,176,2024-05-02 04:21:25,Online,39
3368,2498,2025-01-14 11:30:51,In-Store,55
3369,1782,2024-03-04 03:12:16,In-Store,50
3370,2545,2024-02-29 19:32:49,In-Store,78
3371,70,2024-04-14 13:51:32,Catering,43
3372,1865,2024-02-25 13:12:44,In-Store,58
3373,1647,2024-07-29 17:36:06,Online,35
3374,940,2024-10-21 21:04:42,Online,17
3375,1782,2024-07-18 20:38:31,In-Store,69
3376,1711,2024-04-27 04:40:42,Catering,18
3377,1229,2024-05-19 06:42:02,Online,43
3378,2648,2024-11-22 03:23:55,Catering,88
3379,831,2024-11-15 08:50:33,Catering,62
3380,1988,2024-08-16 06:22:44,In-Store,78
3381,1223,2025-01-14 10:58:36,Online,26
3382,578,2024-10-31 17:13:59,Online,59
3383,209,2024-12-14 05:09:03,In-Store,14
3384,1818,2024-07-17 11:12:43,In-Store,13
3385,919,2024-06-24 12:46:12,Catering,9
3386,166,2024-01-28 09:51:51,In-Store,70
3387,800,2024-05-10 01:18:49,In-Store,32
3388,237,2024-05-13 13:30:10,In-Store,41
3389,748,2024-07-14 02:29:58,In-Store,7
3390,3075,2024-07-23 05:30:13,In-Store,79
3391,2089,2024-12-25 20:51:42,Online,75
3392,1905,2024-03-15 19:45:10,Online,91
3393,1660,2024-08-19 17:14:07,Online,23
3394,1242,2024-06-05 03:02:07,Catering,6
3395,1767,2024-01-26 14:02:01,In-Store,35
3396,1512,2024-04-21 22:00:06,In-Store,79
3397,2797,2024-10-19 14:59:57,In-Store,66
3398,807,2024-12-07 05:21:51,Online,43
3399,1059,2024-06-16 21:35:55,In-Store,14
3400,2778,2024-06-21 23:39:16,In-Store,75
3401,823,2024-12-10 13:51:41,Online,54
3402,2246,2024-12-30 04:24:33,Catering,83
3403,1739,2024-04-15 03:42:50,Catering,73
3404,2381,2024-10-23 13:40:47,In-Store,51
3405,2605,2024-04-26 11:31:23,Online,74
3406,1181,2024-11-22 22:58:04,Online,77
3407,2619,2024-03-04 05:00:23,Online,36
3408,436,2024-02-02 23:00:42,Online,15
3409,2083,2024-06-14 00:00:33,In-Store,1
3410,2882,2024-09-24 15:02:12,Catering,11
3411,1146,2024-09-15 02:32:15,Online,6
3412,448,2024-09-28 02:50:52,In-Store,69
3413,2970,2024-07-08 18:57:09,Online,56
3414,2803,2024-06-23 15:20:47,Online,17
3415,2155,2024-06-01 00:51:19,Online,20
3416,2414,2024-03-06 18:57:18,In-Store,40
3417,2680,2024-03-13 08:33:26,Online,49
3418,2769,2024-09-30 23:30:34,Online,37
3419,2679,2024-10-22 17:38:47,In-Store,2
3420,1991,2024-09-02 13:54:14,Online,95
3421,2898,2024-01-20 16:01:31,Online,9
3422,1823,2024-03-11 19:35:24,Online,40
3423,3018,2025-01-04 19:46:48,Catering,63
3424,2692,2024-12-29 15:42:06,In-Store,87
3425,347,2024-12-16 20:15:48,Catering,11
3426,1781,2024-08-30 09:45:55,Online,2
3427,2342,2024-06-18 17:31:11,Online,27
3428,1838,2024-03-15 02:00:30,In-Store,72
3429,1137,2024-09-24 06:14:19,Online,72
3430,1297,2024-01-21 03:24:24,In-Store,78
3431,159,2024-04-06 05:07:25,Catering,25
3432,2802,2024-05-31 05:18:32,In-Store,1
3433,1822,2024-02-06 11:32:06,Online,52
3434,423,2024-09-01 01:30:55,Online,88
3435,2808,2024-09-02 18:40:32,In-Store,78
3436,3013,2024-05-26 19:14:34,Catering,26
3437,3065,2024-10-31 03:27:38,In-Store,15
3438,2869,2024-04-30 13:44:42,In-Store,99
3439,521,2024-06-20 16:08:30,Catering,95
3440,1770,2024-12-20 10:40:54,Online,73
3441,1027,2024-03-21 10:02:47,In-Store,27
3442,2210,2024-06-14 22:06:42,Catering,16
3443,2000,2024-08-17 08:20:00,Online,50
3444,547,2024-11-22 09:37:24,In-Store,52
3445,1863,2025-01-03 07:37:48,Online,36
3446,1932,2024-09-13 11:35:26,Online,70
3447,1403,2024-09-06 12:42:24,Online,81
3448,3113,2024-02-07 01:56:15,In-Store,45
3449,2798,2024-09-04 14:40:04,Online,13
3450,1185,2024-03-21 02:46:25,Online,11
3451,3084,2024-06-20 22:00:11,Catering,7
3452,2673,2024-03-10 08:54:25,Catering,33
3453,2694,2024-10-29 15:42:32,In-Store,22
3454,1807,2024-08-16 23:57:50,Online,23
3455,785,2024-11-16 04:52:42,Online,34
3456,3112,2024-11-30 00:57:07,In-Store,88
3457,383,2024-11-12 12:04:16,Online,36
3458,2583,2024-01-20 12:04:04,Catering,19
3459,704,2024-06-13 17:34:38,In-Store,27
3460,1289,2024-07-30 06:01:54,Online,36
3461,1849,2024-12-02 02:17:22,Online,89
3462,1671,2024-05-23 19:14:52,In-Store,86
3463,465,2025-01-03 23:05:21,Online,57
3464,225,2024-11-17 15:38:44,Catering,83
3465,2891,2024-08-09 11:26:20,Catering,13
3466,2722,2024-07-02 04:30:08,Online,96
3467,3125,2024-03-05 10:20:41,Catering,4
3468,1799,2024-08-13 21:40:02,In-Store,79
3469,663,2024-11-22 12:00:22,In-Store,3
3470,3016,2024-12-24 15:28:25,Online,76
3471,356,2024-07-30 03:29:03,Online,84
3472,2994,2024-02-21 01:36:22,Catering,99
3473,3017,2024-08-25 06:21:19,Online,61
3474,2643,2024-08-03 05:26:25,Online,42
3475,3068,2024-09-05 22:43:30,In-Store,59
3476,2353,2024-12-29 01:32:07,In-Store,25
3477,2969,2024-09-14 00:49:26,In-Store,22
3478,2223,2024-11-19 02:00:13,In-Store,67
3479,2538,2024-07-26 10:43:23,In-Store,65
3480,1316,2024-03-29 22:32:23,Catering,2
3481,690,2024-04-11 18:07:04,Catering,40
3482,2606,2024-09-16 22:54:04,In-Store,57
3483,2428,2024-07-21 19:28:52,Catering,57
3484,551,2024-12-08 10:19:25,In-Store,96
3485,2674,2024-10-24 15:36:07,Online,30
3486,1368,2024-08-18 11:44:26,Online,33
3487,1037,2024-08-12 09:08:15,In-Store,35
3488,336,2024-03-31 04:14:24,Online,86
3489,118,2024-01-25 03:52:01,Online,68
3490,205,2024-05-31 10:05:53,In-Store,78
3491,1153,2024-09-20 19:32:54,In-Store,90
3492,1555,2024-08-23 14:45:07,Catering,74
3493,81,2024-02-23 07:16:48,Online,61
3494,981,2024-09-04 06:11:20,In-Store,95
3495,1696,2024-12-16 16:14:44,Online,76
3496,2534,2024-06-09 14:40:19,Catering,57
3497,275,2024-02-14 21:49:04,In-Store,53
3498,3087,2024-12-24 09:16:43,Catering,85
3499,1512,2024-12-28 09:01:51,In-Store,6
3500,1829,2024-10-24 16:59:56,In-Store,27
3501,249,2024-07-20 03:39:29,Online,39
3502,2630,2024-07-11 05:36:54,Online,96
3503,2005,2024-08-14 21:37:52,Online,86
3504,2567,2024-02-25 14:05:15,In-Store,30
3505,1294,2024-02-09 06:03:32,Online,46
3506,663,2024-05-22 17:18:30,Online,1
3507,1007,2024-10-16 01:41:51,Catering,83
3508,1518,2024-01-20 08:08:24,Online,42
3509,546,2024-11-10 04:26:36,Online,81
3510,1835,2024-06-21 04:46:40,Online,62
3511,2470,2024-04-15 19:15:37,Catering,89
3512,246,2024-05-08 05:22:52,In-Store,23
3513,862,2024-08-21 03:34:17,Online,82
3514,2740,2024-04-04 05:15:21,In-Store,65
3515,2029,2024-11-13 23:03:25,Online,87
3516,440,2024-06-03 02:44:07,Online,80
3517,1672,2024-11-12 06:25:11,Online,97
3518,418,2024-03-25 01:13:25,Online,13
3519,286,2024-01-21 09:16:24,In-Store,14
3520,1994,2024-09-20 06:07:45,Online,3
3521,2935,2024-10-13 00:20:35,In-Store,91
3522,1433,2024-04-21 09:03:16,In-Store,97
3523,2394,2024-05-21 12:16:27,Catering,46
3524,1233,2024-09-20 16:47:48,Catering,37
3525,696,2024-08-09 20:13:05,In-Store,95
3526,3089,2024-06-05 03:28:19,Online,63
3527,1032,2024-08-07 20:43:40,Online,47
3528,2639,2024-05-22 06:44:19,In-Store,55
3529,1978,2024-12-06 23:13:46,Online,85
3530,579,2024-10-16 09:14:47,Online,54
3531,1948,2025-01-08 18:13:54,In-Store,34
3532,3086,2024-03-04 16:05:40,Online,45
3533,2230,2024-10-17 19:03:43,Catering,55
3534,1725,2024-04-12 19:09:21,In-Store,3
3535,965,2024-09-30 18:05:39,In-Store,34
3536,233,2024-04-17 14:46:08,Catering,10
3537,1103,2024-07-17 12:24:14,Online,69
3538,1778,2024-08-11 08:37:06,Online,82
3539,2398,2024-12-09 04:20:21,Online,65
3540,2433,2024-08-15 17:58:34,Online,67
3541,2655,2024-09-11 19:19:29,Catering,52
3542,1440,2024-05-18 05:42:36,Online,24
3543,1061,2024-12-16 06:33:59,Online,39
3544,1215,2024-11-19 21:30:46,In-Store,30
3545,997,2024-03-26 10:45:40,In-Store,72
3546,819,2024-02-23 12:25:47,Catering,51
3547,749,2024-11-11 21:36:44,Online,68
3548,2095,2024-07-12 21:48:25,Online,84
3549,2255,2025-01-14 21:13:35,Catering,56
3550,581,2024-05-21 00:29:10,Catering,62
3551,798,2024-07-07 19:37:29,Online,24
3552,2435,2025-01-11 08:57:02,In-Store,50
3553,264,2024-05-15 06:45:39,Online,91
3554,725,2024-08-08 10:04:31,In-Store,11
3555,1794,2025-01-02 11:14:35,In-Store,54
3556,529,2024-09-09 19:39:57,Online,24
3557,854,2024-07-18 04:55:14,In-Store,24
3558,2227,2024-06-12 20:39:53,In-Store,82
3559,755,2024-03-04 03:11:43,Online,93
3560,1862,2024-10-16 20:53:14,Catering,47
3561,1266,2024-11-05 10:52:57,In-Store,19
3562,683,2024-02-19 11:32:04,In-Store,13
3563,2621,2025-01-09 10:53:21,Catering,73
3564,1156,2024-07-11 04:25:11,In-Store,60
3565,468,2024-06-18 06:05:35,In-Store,72
3566,717,2024-10-04 02:00:18,In-Store,70
3567,1260,2024-12-25 04:12:53,In-Store,44
3568,1619,2024-07-11 04:46:50,Online,7
3569,1564,2024-06-23 00:02:44,Online,81
3570,2493,2024-10-30 10:05:31,Online,28
3571,324,2024-03-11 05:15:08,Online,44
3572,2539,2024-03-25 15:45:20,Online,8
3573,472,2024-06-04 05:56:13,In-Store,20
3574,2818,2024-05-27 11:25:53,Online,51
3575,1907,2025-01-14 14:29:34,In-Store,42
3576,853,2024-07-12 20:54:15,In-Store,32
3577,3046,2024-07-13 04:22:09,Catering,1
3578,2577,2024-08-20 02:14:09,Catering,12
3579,2639,2024-04-25 06:20:42,Online,23
3580,2626,2024-07-24 01:46:35,Online,55
3581,1892,2024-03-28 08:31:13,In-Store,6
3582,1938,2024-10-31 19:45:07,In-Store,18
3583,596,2024-03-07 20:08:12,Online,30
3584,1864,2024-12-10 05:58:37,Online,88
3585,3002,2024-12-10 04:28:26,In-Store,56
3586,2223,2024-03-25 19:28:49,Online,33
3587,1484,2024-08-10 02:40:36,Online,26
3588,1886,2024-06-06 20:57:19,Catering,84
3589,2741,2024-01-21 20:19:51,Online,9
3590,2199,2024-09-26 14:38:08,In-Store,61
3591,712,2024-07-13 21:31:44,Online,59
3592,697,2024-02-17 11:15:17,In-Store,54
3593,1782,2024-12-01 17:27:43,Online,48
3594,2326,2024-10-04 20:54:11,Online,23
3595,1443,2024-09-11 18:19:15,Online,38
3596,303,2024-11-26 20:45:08,In-Store,98
3597,1370,2024-01-29 14:43:03,Online,69
3598,1273,2024-03-16 16:51:23,Online,95
3599,1854,2024-12-26 11:18:33,In-Store,43
3600,2939,2024-05-05 15:42:19,Online,44
3601,2395,2024-06-01 00:02:03,In-Store,18
3602,491,2024-10-24 13:19:15,In-Store,93
3603,1097,2024-12-03 17:59:28,Online,37
3604,602,2024-05-29 12:27:41,Online,55
3605,2190,2024-08-04 05:06:05,Online,98
3606,2543,2024-06-10 18:23:20,Catering,19
3607,910,2024-10-03 06:16:21,Catering,70
3608,37,2024-07-09 18:52:16,In-Store,9
3609,1362,2024-05-20 15:19:25,In-Store,92
3610,2747,2024-01-29 10:40:25,In-Store,5
3611,1214,2024-09-11 08:47:00,In-Store,58
3612,2107,2024-06-19 20:44:56,Online,12
3613,3043,2024-03-04 11:39:29,Catering,55
3614,187,2024-03-06 03:18:51,Online,60
3615,1540,2024-07-14 22:21:54,Online,81
3616,3028,2024-09-20 09:49:13,Online,1
3617,689,2024-07-08 04:38:18,Online,68
3618,2526,2024-08-08 14:08:51,Online,31
3619,2718,2024-08-18 18:24:04,Online,97
3620,1760,2024-05-01 08:32:39,In-Store,49
3621,806,2024-03-08 22:11:22,In-Store,19
3622,1386,2024-04-22 12:05:16,Catering,29
3623,1000,2024-07-06 23:41:33,In-Store,3
3624,281,2024-02-07 06:09:38,Online,38
3625,2782,2024-03-20 11:48:12,In-Store,13
3626,1058,2024-12-11 21:21:17,Online,81
3627,1008,2024-05-28 00:56:20,Online,32
3628,821,2024-03-29 23:46:26,Online,63
3629,1072,2024-08-07 21:11:23,Online,75
3630,398,2024-12-18 07:35:36,Catering,53
3631,1311,2024-04-09 23:54:52,Online,46
3632,1399,2024-09-17 23:52:13,In-Store,73
3633,1923,2024-06-03 12:21:39,Online,53
3634,1143,2024-08-09 20:34:10,In-Store,63
3635,1037,2024-08-29 09:22:17,Catering,84
3636,1140,2024-10-07 15:27:05,Online,97
3637,2030,2025-01-17 00:07:41,Online,23
3638,1295,2024-12-31 03:33:05,In-Store,32
3639,2260,2024-02-24 21:33:43,Online,99
3640,275,2024-08-05 20:52:13,Catering,71
3641,1897,2024-07-01 06:23:54,Online,88
3642,831,2024-02-20 02:57:47,Online,46
3643,1462,2024-04-27 05:50:24,Catering,72
3644,1385,2024-08-02 10:46:30,In-Store,49
3645,2488,2024-11-24 11:27:53,In-Store,77
3646,2353,2024-06-08 16:19:06,In-Store,59
3647,3111,2024-08-09 02:17:07,In-Store,9
3648,408,2024-02-16 17:14:11,Online,45
3649,136,2024-03-24 04:16:54,In-Store,29
3650,1490,2024-08-05 06:14:08,In-Store,69
3651,209,2024-07-27 00:42:44,Online,82
3652,481,2024-09-06 14:10:41,Online,17
3653,618,2024-04-17 17:12:33,In-Store,54
3654,2483,2024-02-24 22:22:38,Online,50
3655,1131,2024-02-11 19:49:03,Catering,18
3656,2045,2025-01-10 11:55:39,Online,38
3657,578,2024-07-29 00:03:22,Catering,32
3658,3006,2024-10-13 09:22:25,Online,65
3659,2107,2024-11-21 20:07:33,In-Store,14
3660,806,2024-06-05 11:56:56,In-Store,80
3661,767,2024-10-12 06:19:24,Online,82
3662,2869,2024-02-15 04:52:32,In-Store,71
3663,336,2024-12-18 11:36:48,Catering,40
3664,302,2024-05-01 11:01:08,In-Store,67
3665,684,2024-03-13 13:06:02,Online,2
3666,2719,2024-11-17 19:57:04,In-Store,64
3667,982,2024-08-30 01:41:01,Online,77
3668,1872,2024-10-31 05:35:16,Online,73
3669,50,2024-06-29 18:06:39,In-Store,90
3670,1061,2024-07-23 10:53:28,Online,5
3671,745,2024-06-14 20:02:21,In-Store,3
3672,2445,2024-03-27 18:46:59,Online,67
3673,1512,2024-03-15 11:24:18,Online,54
3674,2581,2024-02-12 21:47:29,Online,46
3675,2183,2024-11-16 13:19:12,Online,19
3676,17,2024-12-04 16:25:39,Catering,55
3677,2070,2024-02-05 10:25:39,Online,54
3678,1891,2024-06-23 13:37:12,Online,53
3679,2794,2024-03-18 00:30:22,Catering,6
3680,312,2024-05-16 08:21:31,In-Store,66
3681,72,2024-05-10 12:27:11,Online,41
3682,1161,2024-09-20 15:08:05,In-Store,90
3683,2685,2024-04-12 00:07:37,In-Store,5
3684,1218,2024-08-27 20:09:13,In-Store,74
3685,2110,2024-05-09 07:18:43,In-Store,86
3686,1098,2024-12-31 19:35:30,Online,39
3687,2838,2024-04-30 01:40:22,Catering,6
3688,3009,2024-01-30 20:53:33,Catering,45
3689,2888,2024-08-05 01:51:32,Online,83
3690,2267,2024-05-25 07:47:54,In-Store,8
3691,2321,2024-11-16 08:16:40,In-Store,44
3692,1911,2024-02-10 21:18:53,Online,83
3693,2043,2024-06-23 05:22:17,Online,67
3694,1698,2024-02-10 21:26:57,Online,92
3695,1305,2024-10-11 18:00:53,Online,70
3696,2649,2024-10-26 08:43:32,Catering,94
3697,1580,2024-12-29 05:56:50,Online,14
3698,2043,2024-03-23 02:45:33,Catering,3
3699,875,2024-06-19 05:18:02,Online,43
3700,2429,2024-03-01 14:04:34,Online,91
3701,1870,2024-07-12 20:48:46,Catering,42
3702,2630,2024-11-02 18:09:02,In-Store,80
3703,2650,2024-03-14 08:38:52,Online,51
3704,1851,2025-01-03 15:55:34,In-Store,15
3705,1620,2024-09-24 11:13:32,Catering,93
3706,1403,2024-10-14 13:22:25,Online,27
3707,2902,2024-10-24 17:23:03,Catering,86
3708,3064,2024-02-22 11:20:42,Online,38
3709,2892,2024-04-02 10:35:07,In-Store,65
3710,3052,2024-06-26 15:05:24,Catering,76
3711,52,2024-03-15 13:51:03,Online,43
3712,637,2024-03-27 12:44:44,Catering,6
3713,847,2024-10-04 19:03:48,Online,93
3714,2342,2024-04-05 15:48:45,Online,50
3715,2960,2024-04-13 05:34:06,Online,86
3716,380,2024-03-18 03:22:50,Online,10
3717,1366,2024-10-09 22:39:29,In-Store,60
3718,2804,2024-11-02 07:08:29,Online,20
3719,2190,2024-05-08 18:32:45,Catering,80
3720,2988,2024-07-15 16:17:53,Online,66
3721,316,2024-08-10 13:49:48,Online,5
3722,246,2024-11-08 04:29:23,In-Store,98
3723,1597,2024-12-12 00:35:12,Online,56
3724,2205,2024-05-22 02:29:58,Online,62
3725,1870,2025-01-12 05:51:55,Catering,29
3726,431,2024-03-05 08:30:34,Online,66
3727,3055,2024-08-25 15:31:31,In-Store,80
3728,1632,2024-05-26 12:47:55,Online,29
3729,2439,2024-09-10 05:14:36,In-Store,77
3730,2417,2024-04-09 21:55:29,In-Store,64
3731,1373,2024-03-12 18:00:11,Online,47
3732,1245,2024-03-27 19:44:06,Online,25
3733,1664,2024-09-01 00:20:14,In-Store,95
3734,1458,2024-11-25 13:11:22,Online,35
3735,1305,2024-04-04 04:16:39,Online,14
3736,1892,2024-06-28 21:03:49,Online,80
3737,2438,2024-05-14 15:01:05,Online,65
3738,2991,2024-01-19 05:48:34,In-Store,67
3739,3012,2024-03-06 14:01:48,Online,35
3740,1063,2024-11-10 20:17:10,Online,5
3741,1038,2024-06-14 06:16:55,Online,80
3742,741,2024-07-08 06:12:19,Online,66
3743,2379,2024-09-25 19:33:56,Online,79
3744,480,2024-10-06 15:30:16,Online,96
3745,382,2024-10-27 11:46:32,Catering,15
3746,2227,2024-03-07 08:16:49,Online,48
3747,3072,2024-10-16 08:36:30,In-Store,72
3748,2431,2024-07-16 09:43:56,Online,14
3749,2778,2025-01-17 09:46:46,Catering,89
3750,216,2024-07-04 18:11:09,Online,69
3751,1775,2024-03-19 00:14:07,In-Store,97
3752,2600,2024-05-02 01:02:42,Online,58
3753,473,2024-11-17 09:37:21,Online,57
3754,2970,2024-06-13 17:20:12,Online,79
3755,997,2024-06-27 18:23:31,Online,25
3756,2167,2024-12-25 05:39:27,Online,31
3757,2077,2024-08-19 23:12:05,Catering,81
3758,1385,2024-07-17 22:26:57,In-Store,86
3759,415,2024-06-23 12:56:37,Online,81
3760,825,2024-05-29 21:15:15,In-Store,49
3761,2704,2024-06-18 12:10:54,In-Store,2
3762,316,2025-01-03 03:20:53,In-Store,26
3763,795,2024-08-13 02:38:45,In-Store,77
3764,993,2024-04-16 18:45:21,In-Store,32
3765,1223,2024-12-23 06:16:21,In-Store,27
3766,1803,2024-05-24 13:25:50,Online,80
3767,2311,2024-06-28 14:14:06,In-Store,56
3768,612,2024-12-11 16:24:57,Online,31
3769,2999,2024-03-18 15:39:29,In-Store,4
3770,2817,2024-09-10 17:35:47,Catering,29
3771,2272,2024-10-15 06:42:02,Catering,20
3772,2628,2024-03-17 04:10:24,Catering,71
3773,3085,2024-04-20 05:27:51,In-Store,16
3774,1780,2024-05-07 04:56:16,Catering,73
3775,1605,2024-04-24 19:09:50,In-Store,35
3776,1686,2024-04-05 09:15:21,Online,95
3777,312,2024-05-12 07:53:02,Online,13
3778,3100,2024-06-02 19:09:50,Catering,52
3779,1622,2024-10-25 20:54:43,Online,63
3780,2551,2024-12-23 08:19:15,In-Store,15
3781,2713,2024-09-15 03:00:24,In-Store,8
3782,1210,2024-04-22 02:23:59,Online,47
3783,1926,2024-05-02 20:34:04,Catering,21
3784,266,2024-02-14 07:32:29,Online,30
3785,2682,2024-05-30 11:48:02,Online,54
3786,2033,2024-12-14 19:39:47,Online,56
3787,3104,2024-12-07 03:14:56,Online,90
3788,1201,2025-01-07 05:04:44,Online,63
3789,2339,2024-10-24 22:56:45,Online,95
3790,1918,2024-06-03 20:34:35,In-Store,90
3791,1939,2024-12-31 01:01:22,In-Store,70
3792,1490,2024-09-23 18:35:01,Online,70
3793,2428,2025-01-10 18:02:34,Online,92
3794,746,2024-06-22 03:14:56,In-Store,57
3795,2785,2024-12-22 07:28:08,Online,52
3796,3053,2024-02-19 23:21:34,Online,50
3797,393,2024-05-28 15:51:15,In-Store,71
3798,2517,2024-03-08 15:18:08,Online,61
3799,2887,2024-08-28 02:55:08,Online,34
3800,275,2024-08-12 05:16:31,Catering,22
3801,671,2024-09-25 16:46:37,In-Store,21
3802,2882,2024-11-13 00:40:45,In-Store,66
3803,3038,2024-08-29 20:15:12,Catering,83
3804,2352,2024-10-26 16:49:11,Catering,24
3805,2458,2025-01-15 11:53:29,Online,22
3806,1857,2024-02-28 05:04:01,Online,27
3807,1827,2024-04-15 08:28:08,In-Store,86
3808,1320,2024-06-12 08:45:41,Online,51
3809,3128,2024-07-25 00:51:16,Catering,30
3810,2626,2024-10-12 06:49:05,Online,7
3811,2090,2024-08-17 20:24:57,Online,94
3812,1489,2024-05-22 21:00:19,Online,4
3813,1755,2024-11-30 05:10:48,Online,33
3814,3015,2024-03-29 23:16:48,Online,19
3815,2763,2025-01-08 16:09:24,Online,65
3816,144,2024-10-20 23:39:58,Online,5
3817,2875,2024-05-11 12:34:06,Catering,57
3818,1319,2024-12-30 21:59:06,In-Store,90
3819,2035,2024-12-05 17:05:38,In-Store,66
3820,2500,2024-07-08 01:11:47,In-Store,48
3821,2446,2024-04-14 09:07:05,In-Store,96
3822,488,2024-08-09 05:13:44,Catering,52
3823,1504,2024-03-07 13:56:58,Online,91
3824,1082,2024-05-03 00:37:20,Catering,72
3825,1795,2024-12-08 18:00:09,Catering,19
3826,2542,2024-09-03 16:53:00,In-Store,66
3827,2966,2024-04-06 01:13:23,In-Store,91
3828,2581,2024-04-10 00:48:14,In-Store,7
3829,974,2024-09-02 23:15:18,Online,52
3830,1366,2024-06-01 12:51:15,Online,51
3831,1170,2024-12-19 18:33:07,Catering,74
3832,1962,2024-12-20 04:38:03,In-Store,5
3833,1554,2024-07-12 17:23:21,Online,62
3834,1330,2024-07-21 02:13:20,Online,83
3835,1702,2024-11-11 10:05:52,In-Store,98
3836,1401,2024-12-18 08:10:55,Online,4
3837,2184,2024-10-24 13:52:59,In-Store,12
3838,334,2024-12-07 13:28:28,In-Store,11
3839,501,2024-12-15 11:02:29,Catering,42
3840,274,2024-11-25 23:52:42,In-Store,37
3841,87,2024-12-30 22:19:31,Online,3
3842,2511,2024-03-18 09:38:50,In-Store,98
3843,1570,2024-05-24 16:34:14,Online,4
3844,807,2024-10-26 03:00:44,In-Store,51
3845,2857,2024-08-05 19:05:53,In-Store,1
3846,1552,2024-08-24 01:57:17,Online,54
3847,2271,2024-08-09 17:54:09,Online,53
3848,27,2024-06-10 08:32:42,Online,19
3849,2378,2024-03-31 11:15:12,In-Store,10
3850,93,2024-04-01 23:08:36,Catering,71
3851,1924,2024-09-09 18:38:12,Online,23
